,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coef_ajustement
13041,9521101065,2015-03-23,654102.4258760108,2,1.5,1220,5000,1.0,0,2,4,7,1220,0,1938,0,98103,47.6624,-122.348,2090,3850,1.1277628032345013
14924,7702010050,2015-03-23,665380.0539083558,3,2.5,2830,5788,2.0,0,0,3,9,2830,0,2001,0,98028,47.7604,-122.235,2500,5802,1.1277628032345013
19308,7977201709,2015-03-23,535687.3315363881,3,1.75,1680,3420,1.0,0,0,3,7,960,720,1992,0,98115,47.6855,-122.291,1680,4080,1.1277628032345013
11388,4221270350,2015-03-23,733045.8221024259,3,2.5,2320,5284,2.0,0,0,3,8,2320,0,2004,0,98075,47.591,-122.01700000000001,2320,4383,1.1277628032345013
16941,2626119028,2015-03-23,180442.04851752022,3,1.0,1140,3240,1.5,0,0,4,6,1140,0,1910,0,98014,47.7093,-121.36399999999999,1140,4700,1.1277628032345013
3070,1454600038,2015-03-23,1110846.3611859838,5,3.5,3890,13261,2.0,0,1,3,9,2870,1020,1984,0,98125,47.7246,-122.28399999999999,3080,13261,1.1277628032345013
8851,3121500330,2015-03-23,845822.102425876,3,2.5,2790,21043,2.0,0,0,3,9,2790,0,1993,0,98053,47.673,-122.03,2900,34589,1.1277628032345013
16192,7972601680,2015-03-23,327051.2129380054,3,1.0,910,7620,1.0,0,2,3,7,910,0,1971,0,98106,47.5278,-122.34299999999999,1660,7620,1.1277628032345013
10180,5201000030,2015-03-23,673274.3935309972,4,2.5,2370,41338,2.0,0,0,3,8,2370,0,1995,0,98077,47.7379,-122.052,2340,46661,1.1277628032345013
17579,2561330040,2015-03-23,468021.56334231806,3,2.25,1820,9694,1.0,0,0,3,7,1240,580,1977,0,98074,47.6157,-122.05,1820,9694,1.1277628032345013
14718,4427100145,2015-03-23,478171.4285714285,3,1.5,1230,7200,1.0,0,0,3,7,1230,0,1953,0,98125,47.7281,-122.311,1400,6240,1.1277628032345013
17874,782700120,2015-03-23,376898.32884097035,3,1.75,1410,45302,1.0,0,0,3,7,1410,0,1980,0,98019,47.7077,-121.914,2240,49222,1.1277628032345013
18903,1972201161,2015-03-23,490576.81940700806,1,1.0,670,1800,1.0,0,0,5,6,670,0,1905,0,98103,47.653999999999996,-122.35,1330,3360,1.1277628032345013
9508,7227501765,2015-03-23,298857.14285714284,4,1.75,1430,5490,1.0,0,0,5,6,1430,0,1942,0,98056,47.494,-122.184,1030,5900,1.1277628032345013
5816,7568700480,2015-03-23,172547.70889487868,2,1.0,1140,10152,1.0,0,0,3,6,760,380,1942,0,98155,47.7369,-122.321,1340,10141,1.1277628032345013
1756,3295610350,2015-03-23,958598.3827493261,5,2.75,3430,15119,2.0,0,0,3,10,3430,0,1998,0,98075,47.5678,-122.03200000000001,3430,12045,1.1277628032345013
10887,1081200070,2015-03-23,456743.935309973,3,2.5,2460,12600,1.0,0,0,4,8,1810,650,1970,0,98059,47.473,-122.118,1820,11180,1.1277628032345013
19219,2705600067,2015-03-23,608935.525606469,3,2.5,1330,2183,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1310,5000,1.1277628032345013
13160,1523069095,2015-03-23,270663.0727762803,2,1.0,1320,24319,1.0,0,0,3,7,1320,0,1966,0,98027,47.4741,-122.015,1430,98445,1.1277628032345013
16249,8925100440,2015-03-23,1043180.5929919137,4,2.25,2110,6375,1.0,0,2,4,8,1600,510,1941,0,98115,47.6819,-122.272,2760,6375,1.1277628032345013
6463,9264901680,2015-03-23,212019.40700808624,3,1.75,1660,7350,1.0,0,0,2,8,1660,0,1979,0,98023,47.3118,-122.337,1840,7673,1.1277628032345013
956,510002065,2015-03-23,789433.9622641508,4,1.0,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,3245,1.1277628032345013
14969,8078520280,2015-03-23,347350.9433962264,4,2.5,1960,5642,2.0,0,0,3,7,1960,0,1998,0,98092,47.3167,-122.18700000000001,1870,5250,1.1277628032345013
16756,2770601763,2015-03-23,507493.2614555256,3,3.5,1790,1288,3.0,0,0,3,8,1390,400,2000,0,98199,47.651,-122.384,1560,1426,1.1277628032345013
17898,2917200475,2015-03-23,484938.0053908356,2,1.0,760,7114,1.0,0,0,3,6,760,0,1946,0,98103,47.7005,-122.352,780,7102,1.1277628032345013
18031,2896000450,2015-03-23,684552.0215633423,4,2.5,2100,8220,1.0,0,0,4,8,1300,800,1975,0,98052,47.6733,-122.145,2160,8348,1.1277628032345013
21124,1459920010,2015-03-23,338328.8409703504,3,2.0,1451,7159,1.0,0,0,3,7,1451,0,2010,0,98042,47.3754,-122.163,2303,6126,1.1277628032345013
3461,3023039066,2015-03-23,371597.84366576816,3,1.0,1810,13068,1.0,0,0,4,7,1360,450,1941,0,98070,47.4482,-122.462,1400,13068,1.1277628032345013
14117,2473530150,2015-03-23,465709.6495956873,4,2.5,2430,6796,2.0,0,0,3,8,2430,0,1993,0,98058,47.4499,-122.12700000000001,2450,8400,1.1277628032345013
20247,856000635,2015-03-23,2509272.2371967654,4,4.25,4700,10800,2.0,0,1,3,11,3910,790,2002,0,98033,47.6882,-122.214,2370,7680,1.1277628032345013
19102,3528000210,2015-03-23,961981.6711590296,4,2.25,3440,35025,2.0,0,0,3,10,3440,0,1988,0,98053,47.6674,-122.055,3210,35005,1.1277628032345013
9877,1219000473,2015-03-23,418400.0,3,1.75,1570,15330,1.0,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330,1.1277628032345013
20672,3682000060,2015-03-23,394660.5929919137,4,3.5,2796,3520,2.5,0,0,3,8,2796,0,2013,0,98001,47.3427,-122.27799999999999,2040,5195,1.1277628032345013
16616,1626069102,2015-03-23,563881.4016172506,4,2.25,2060,44431,2.0,0,0,3,7,2060,0,1988,0,98077,47.744,-122.046,2160,45657,1.1277628032345013
12523,2799800180,2015-03-23,375545.01347708894,4,2.5,2690,5505,2.0,0,0,3,8,2690,0,2004,0,98042,47.3666,-122.119,2690,5505,1.1277628032345013
12170,7147600070,2015-03-23,248051.42857142855,3,1.0,1060,10042,1.0,0,0,4,7,1060,0,1957,0,98188,47.4434,-122.28299999999999,1130,10925,1.1277628032345013
8514,6979910120,2015-03-23,716129.3800539083,4,2.5,2570,27972,2.0,0,0,3,8,2570,0,1997,0,98053,47.6343,-121.969,2500,29761,1.1277628032345013
9166,2923049399,2015-03-23,355245.2830188679,3,2.25,2170,8480,1.0,0,0,3,8,2170,0,1965,0,98148,47.4562,-122.33,2080,8452,1.1277628032345013
6420,5104531640,2015-03-23,659741.2398921832,4,3.0,3400,5100,2.0,0,0,3,9,3400,0,2006,0,98038,47.3548,-122.00200000000001,3400,5672,1.1277628032345013
14856,324000530,2015-03-23,517643.1266846361,3,1.0,1320,5000,1.5,0,0,3,7,1320,0,1912,0,98116,47.5711,-122.38600000000001,1320,4179,1.1277628032345013
17316,3904920380,2015-03-23,652467.1698113207,3,2.5,2120,6602,2.0,0,0,4,8,2120,0,1989,0,98029,47.5669,-122.012,2330,7795,1.1277628032345013
8128,2297400090,2015-03-23,504109.97304582206,3,1.75,1400,6750,1.0,0,0,3,7,1040,360,1975,0,98034,47.717,-122.226,1860,7480,1.1277628032345013
21384,6372000297,2015-03-23,685679.7843665768,3,3.5,1660,2298,2.0,0,0,3,8,1260,400,2009,0,98116,47.5809,-122.40299999999999,1500,2198,1.1277628032345013
9294,1257201095,2015-03-23,931532.0754716981,2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,1.1277628032345013
4739,8091410930,2015-03-23,323667.92452830187,3,2.5,1710,10341,2.0,0,2,3,7,1710,0,1986,0,98030,47.3494,-122.171,1830,9358,1.1277628032345013
7535,2310030490,2015-03-23,329870.6199460916,3,2.25,1390,6004,2.0,0,0,3,8,1390,0,1993,0,98038,47.3536,-122.04700000000001,1630,6397,1.1277628032345013
13080,1250201175,2015-03-23,435880.3234501348,4,1.0,1400,3600,1.0,0,0,4,6,700,700,1901,0,98144,47.5972,-122.295,1690,3600,1.1277628032345013
2212,8563001070,2015-03-23,620269.5417789757,4,2.0,1660,12377,1.0,0,0,3,8,1660,0,1966,0,98008,47.6231,-122.102,1820,8968,1.1277628032345013
2106,7893203450,2015-03-23,315773.58490566036,3,1.0,1400,13975,1.0,0,0,4,6,1400,0,1956,0,98198,47.4195,-122.33,1260,7500,1.1277628032345013
3857,9830200475,2015-03-23,592075.4716981131,3,3.25,2200,7440,2.0,0,0,4,7,1710,490,1947,0,98118,47.5409,-122.26799999999999,1260,6765,1.1277628032345013
16394,2968800825,2015-03-23,338328.8409703504,3,1.75,1450,7620,1.0,0,0,4,7,1050,400,1955,0,98166,47.4569,-122.354,1380,7620,1.1277628032345013
14688,621069057,2015-03-23,642768.4097035041,4,3.5,2700,443440,1.5,0,0,3,8,2700,0,1948,1997,98042,47.333,-122.098,3210,298182,1.1277628032345013
17116,8643000190,2015-03-23,349606.4690026954,3,1.5,1860,10379,1.0,0,0,3,7,1240,620,1963,0,98198,47.3962,-122.309,2240,11328,1.1277628032345013
5281,1126059007,2015-03-23,975514.8247978436,3,2.25,2670,150270,2.0,0,0,3,9,2670,0,1985,0,98072,47.7601,-122.134,3080,81054,1.1277628032345013
20619,7203180370,2015-03-24,1077399.5956873314,4,3.25,3720,6765,2.0,0,0,3,9,3720,0,2012,0,98053,47.688,-122.01799999999999,3100,6790,1.128167115902965
17151,4107100190,2015-03-24,2820417.7897574124,4,3.75,3480,14850,1.0,0,4,3,9,1870,1610,1951,2013,98004,47.6227,-122.21600000000001,4780,18480,1.128167115902965
11025,2625059301,2015-03-24,857407.0080862533,4,3.25,2590,3889,3.0,0,0,3,9,2590,0,2013,0,98007,47.6259,-122.14200000000001,2590,4062,1.128167115902965
10105,5466310060,2015-03-24,157379.3126684636,2,1.5,1230,1561,2.0,0,0,3,7,1230,0,1983,0,98042,47.3768,-122.149,1660,2243,1.128167115902965
1474,2413301070,2015-03-24,315886.7924528302,4,2.25,2100,8075,2.0,0,0,3,8,2100,0,1978,0,98003,47.3251,-122.329,2100,7464,1.128167115902965
15754,8651611980,2015-03-24,1086199.2991913746,4,2.75,3630,11775,2.0,0,0,3,10,3630,0,1999,0,98074,47.6378,-122.066,3800,12451,1.128167115902965
7904,3750605620,2015-03-24,253837.60107816712,3,1.75,1580,14400,1.0,0,0,4,7,1580,0,1981,0,98001,47.2598,-122.281,1480,9600,1.128167115902965
592,2781280390,2015-03-24,327168.4636118598,3,2.5,1610,2937,2.0,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.18799999999999,1610,3049,1.128167115902965
17010,8680300010,2015-03-24,327168.4636118598,3,2.0,1360,6685,1.0,0,0,3,7,1360,0,1952,0,98155,47.7365,-122.324,1300,8138,1.128167115902965
15355,3422049088,2015-03-24,438857.00808625337,3,1.75,2180,9220,1.0,0,0,4,7,1090,1090,1938,0,98001,47.3547,-122.285,2050,22400,1.128167115902965
19726,6666830320,2015-03-24,1072850.8258760108,5,3.5,3220,5081,2.0,0,0,3,8,3220,0,2013,0,98052,47.7048,-122.111,2970,5753,1.128167115902965
15109,626049102,2015-03-24,448954.1037735849,4,1.75,2360,8116,1.0,0,0,4,7,1180,1180,1916,1970,98133,47.7635,-122.335,1670,8160,1.128167115902965
5494,1425059180,2015-03-24,830330.9973045822,3,2.25,2470,11603,2.0,0,2,3,8,1540,930,1988,0,98052,47.6569,-122.12299999999999,2850,11250,1.128167115902965
6538,9290800050,2015-03-24,640234.8382749326,3,1.75,2570,14033,1.0,0,2,4,8,2570,0,1953,0,98166,47.4335,-122.338,2550,16100,1.128167115902965
1112,1509500160,2015-03-24,395873.8409703504,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383,1.128167115902965
10757,825069078,2015-03-24,958942.0485175202,5,2.25,3100,97661,2.0,0,0,3,9,3100,0,1986,0,98053,47.6624,-122.06200000000001,2370,53993,1.128167115902965
5172,9320600170,2015-03-24,226197.50673854447,3,2.0,1280,14972,1.0,0,0,3,7,1280,0,1963,0,98031,47.4129,-122.209,1800,9698,1.128167115902965
8969,121059038,2015-03-24,448897.69541778974,3,2.75,2500,35245,1.0,0,0,3,7,1580,920,2000,0,98042,47.3414,-122.117,2060,153766,1.128167115902965
1117,255520260,2015-03-24,703976.2803234501,5,3.75,3570,14648,2.0,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.97399999999999,3160,7882,1.128167115902965
5498,2589300170,2015-03-24,413304.0229110512,4,1.0,1680,5043,1.5,0,0,4,6,1680,0,1911,0,98118,47.5354,-122.273,1560,5765,1.128167115902965
8172,1300300730,2015-03-24,787460.6469002696,3,1.5,1090,7200,1.0,0,0,4,7,1090,0,1958,0,98040,47.5817,-122.241,2010,8982,1.128167115902965
15941,2423039134,2015-03-24,437164.75741239893,4,1.75,2400,9900,1.0,0,0,3,7,1250,1150,1957,0,98166,47.4631,-122.36200000000001,1960,9900,1.128167115902965
12069,7950302255,2015-03-24,456343.5983827493,2,2.0,1320,3060,1.5,0,0,4,6,1320,0,1910,0,98118,47.5643,-122.28399999999999,1410,3264,1.128167115902965
13916,3395350210,2015-03-24,913815.3638814016,5,3.25,2950,67475,1.0,0,0,3,8,2530,420,1981,2004,98072,47.7233,-122.117,2620,39820,1.128167115902965
19855,254000241,2015-03-24,609210.2425876011,3,2.5,2220,5279,2.0,0,0,3,8,2220,0,2006,0,98146,47.5132,-122.387,1610,5297,1.128167115902965
372,2231500030,2015-03-24,597928.5714285714,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.34100000000001,1810,6929,1.128167115902965
19658,8562790310,2015-03-24,947326.4398921833,4,3.25,2950,4161,2.0,0,0,3,10,2210,740,2014,0,98027,47.5297,-122.073,2790,3693,1.128167115902965
11195,1139600270,2015-03-24,349731.8059299191,3,2.75,2090,9620,1.0,0,0,3,8,1340,750,1987,0,98023,47.2741,-122.337,2150,9660,1.128167115902965
20948,7853350220,2015-03-24,682541.1051212938,3,2.75,2450,5750,2.0,0,0,3,9,2450,0,2013,0,98065,47.5439,-121.86200000000001,3200,8036,1.128167115902965
9731,2787320140,2015-03-24,287682.61455525603,3,2.25,1890,7314,1.0,0,0,3,7,1100,790,1981,0,98031,47.4121,-122.17200000000001,1520,7676,1.128167115902965
2555,1472330030,2015-03-24,728795.9568733154,3,2.75,2460,6413,2.0,0,0,3,9,2460,0,2004,0,98028,47.7497,-122.245,2440,6092,1.128167115902965
13008,7899800730,2015-03-24,304605.12129380053,3,2.5,1350,1189,2.0,0,0,3,7,1080,270,2007,0,98106,47.5218,-122.35799999999999,1300,1182,1.128167115902965
4859,1338300170,2015-03-24,2310486.253369272,5,4.0,4690,8208,2.0,0,0,3,9,3040,1650,1926,0,98112,47.6321,-122.304,3300,8001,1.128167115902965
3614,4397000100,2015-03-24,523469.54177897575,4,2.5,3140,12591,2.0,0,0,3,9,3140,0,1993,0,98042,47.3826,-122.146,2650,11720,1.128167115902965
766,8146100270,2015-03-24,929609.703504043,4,2.25,2490,9864,1.0,0,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864,1.128167115902965
9621,3342101270,2015-03-24,787460.6469002696,4,3.5,3630,5670,2.0,0,0,3,10,3630,0,1970,2008,98056,47.5189,-122.206,1620,5400,1.128167115902965
6965,1421079007,2015-03-24,460863.0358490566,3,2.75,2480,209199,1.5,0,0,3,8,1870,610,2000,0,98010,47.3085,-121.88799999999999,2040,219229,1.128167115902965
7782,9367200205,2015-03-24,744590.2964959568,2,1.0,1670,8195,1.0,0,0,3,7,1670,0,1954,1975,98033,47.6627,-122.19200000000001,1980,7500,1.128167115902965
6482,5027800190,2015-03-24,499213.94878706196,4,2.25,2490,8700,1.0,0,0,3,7,1890,600,1976,0,98155,47.7397,-122.324,1470,7975,1.128167115902965
10248,8731900640,2015-03-24,355372.641509434,3,1.75,2380,10450,1.5,0,0,3,8,2380,0,1966,0,98023,47.3143,-122.37,2320,8500,1.128167115902965
13265,9144100035,2015-03-24,394858.4905660377,3,1.0,1680,8010,1.0,0,0,3,7,840,840,1951,0,98117,47.6993,-122.376,1890,8778,1.128167115902965
4648,1726069064,2015-03-24,428703.50404312665,2,1.0,1140,75132,1.0,0,0,3,7,1140,0,1956,0,98077,47.7349,-122.074,2570,35200,1.128167115902965
1299,8648220260,2015-03-24,320399.46091644204,3,1.75,1530,9600,1.0,0,0,3,7,1200,330,1988,0,98042,47.3594,-122.07600000000001,1680,9680,1.128167115902965
11116,2770604080,2015-03-24,710688.8746630728,3,2.5,1680,1620,2.0,0,0,3,9,1120,560,2014,0,98119,47.6425,-122.374,1610,1618,1.128167115902965
5092,2592201350,2015-03-24,928481.5363881402,3,2.5,2560,9825,2.0,0,0,4,9,2560,0,1988,0,98006,47.5497,-122.145,2710,12034,1.128167115902965
2853,5511600245,2015-03-24,394858.4905660377,2,1.0,1350,3880,1.0,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344,1670,3920,1.128167115902965
2719,2595650060,2015-03-24,399878.83423180593,4,2.75,2140,9920,2.0,0,0,3,8,2140,0,1993,0,98001,47.3529,-122.274,2130,9920,1.128167115902965
762,826079094,2015-03-24,372295.1482479784,3,2.0,1400,218252,1.0,0,0,3,7,1400,0,1997,0,98019,47.7576,-121.934,2230,218222,1.128167115902965
354,9262800171,2015-03-24,284298.11320754717,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654,1.128167115902965
19357,3585300194,2015-03-24,1579433.9622641508,5,3.25,4140,32700,1.0,0,4,3,10,2190,1950,1973,0,98177,47.7633,-122.369,3220,22077,1.128167115902965
19430,7852010900,2015-03-24,590031.4016172506,3,2.5,2400,6182,2.0,0,0,3,8,2400,0,1998,0,98065,47.5363,-121.87,2420,5829,1.128167115902965
4791,2210500019,2015-03-24,1057656.6711590297,3,1.0,1320,8500,1.0,0,0,4,7,1320,0,1954,0,98039,47.6187,-122.226,2790,10800,1.128167115902965
6425,9368700006,2015-03-24,423062.66846361186,5,1.75,2230,7560,1.0,0,0,3,7,1230,1000,1959,0,98178,47.5055,-122.26,1380,6570,1.128167115902965
9359,2473411240,2015-03-24,372238.7398921833,4,1.75,1740,7208,1.5,0,0,3,8,1740,0,1976,0,98058,47.4483,-122.13,1680,7350,1.128167115902965
15912,98000130,2015-03-24,1607638.140161725,4,5.0,4630,24054,2.0,0,3,3,11,4630,0,2005,0,98075,47.586999999999996,-121.96600000000001,4630,17584,1.128167115902965
12110,3124049171,2015-03-24,250453.09973045823,3,1.0,1220,7695,1.0,0,0,3,7,1220,0,1954,0,98106,47.5191,-122.339,1210,7412,1.128167115902965
7746,1922069089,2015-03-24,349731.8059299191,3,1.0,1020,55756,1.0,0,0,3,7,1020,0,1961,0,98042,47.3836,-122.08200000000001,1490,12745,1.128167115902965
10642,4083302625,2015-03-24,832587.3315363881,3,1.0,1280,3900,1.0,0,0,4,7,1280,0,1921,0,98103,47.6545,-122.336,2020,4560,1.128167115902965
13491,1336800065,2015-03-24,1498205.9299191374,4,2.25,3260,4640,2.0,0,0,5,9,2360,900,1907,0,98112,47.6272,-122.31200000000001,3240,5800,1.128167115902965
20290,6705600020,2015-03-24,1037902.4649595687,5,3.25,3960,6352,2.0,0,0,3,10,3960,0,2014,0,98075,47.5806,-122.055,2930,9875,1.128167115902965
8610,6392002020,2015-03-24,630645.4177897574,3,1.75,1700,6500,1.0,0,0,3,8,1700,0,1967,0,98115,47.6837,-122.28399999999999,1880,6000,1.128167115902965
17413,5212000020,2015-03-24,710858.0997304582,4,2.75,1910,11356,1.0,0,0,5,7,1160,750,1977,0,98033,47.6999,-122.2,1770,11357,1.128167115902965
20292,5498100010,2015-03-24,479471.0242587601,4,2.5,1940,4517,1.0,0,0,3,8,1190,750,2010,0,98028,47.776,-122.26,1910,10410,1.128167115902965
11487,1953400570,2015-03-24,382448.6522911051,3,2.0,1979,8470,1.0,0,2,4,7,1329,650,1956,0,98198,47.3912,-122.301,1650,8591,1.128167115902965
19560,9376301800,2015-03-24,817864.7506738544,4,1.75,1960,4340,1.0,0,0,5,8,980,980,1912,0,98117,47.6847,-122.37,1630,4360,1.128167115902965
4012,8121100600,2015-03-24,592287.7358490566,3,1.0,1640,6180,1.0,0,0,4,7,1640,0,1946,0,98118,47.5682,-122.28399999999999,1540,6180,1.128167115902965
660,192460310,2015-03-24,304492.30458221026,3,1.75,1140,22267,1.0,0,0,3,7,1140,0,1986,0,98045,47.4761,-121.758,1150,15625,1.128167115902965
6993,3260800190,2015-03-24,366654.3126684636,3,2.5,2000,7205,2.0,0,0,3,8,2000,0,1998,0,98003,47.3499,-122.302,2180,7611,1.128167115902965
16198,3028200080,2015-03-24,91381.53638814016,2,1.0,730,9975,1.0,0,0,1,5,730,0,1943,0,98168,47.4808,-122.315,860,9000,1.128167115902965
9598,7973202712,2015-03-24,146661.72506738544,2,1.0,780,5300,1.0,0,0,3,6,780,0,1941,0,98146,47.513000000000005,-122.354,780,5300,1.128167115902965
3980,8928100025,2015-03-24,846125.3369272237,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0,98115,47.6819,-122.271,1760,6300,1.128167115902965
11464,1796700160,2015-03-24,315773.9757412399,4,2.5,1770,4338,2.0,0,0,3,7,1770,0,2001,0,98042,47.3672,-122.09899999999999,1770,6606,1.128167115902965
15102,7853300290,2015-03-24,552801.8867924528,4,2.5,2570,6157,2.0,0,0,3,7,2570,0,2006,0,98065,47.5389,-121.89,2060,5292,1.128167115902965
9467,3735901080,2015-03-24,727667.7897574124,3,1.0,2270,4182,1.0,0,0,4,7,1170,1100,1946,0,98115,47.688,-122.32,1860,4080,1.128167115902965
1189,9558020890,2015-03-24,377879.5754716981,3,2.5,1620,2930,2.0,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,1.128167115902965
18704,3558900590,2015-03-24,781255.7277628032,6,1.75,2230,10080,1.0,0,0,3,7,1390,840,1969,0,98034,47.7089,-122.20100000000001,2110,8475,1.128167115902965
14331,6388910040,2015-03-24,605938.5579514825,3,2.5,2450,7051,1.0,0,0,3,8,1870,580,1990,0,98056,47.5308,-122.171,2450,8788,1.128167115902965
15038,1370800680,2015-03-24,1460976.4150943395,3,2.75,3450,5350,1.5,0,3,4,9,2590,860,1925,0,98199,47.6389,-122.40700000000001,2910,5350,1.128167115902965
7860,9191200490,2015-03-24,932542.9380053908,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,0,98105,47.6702,-122.3,1730,4000,1.128167115902965
1320,1775800510,2015-03-24,487368.1940700808,4,1.0,1750,12528,1.0,0,0,4,7,1750,0,1967,0,98072,47.743,-122.09700000000001,1550,14120,1.128167115902965
977,100600860,2015-03-24,267939.69002695417,3,1.75,1050,7854,1.0,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,7668,1.128167115902965
14427,6413600276,2015-03-24,400442.9177897574,3,1.0,970,5922,1.5,0,0,3,7,970,0,1949,0,98125,47.718999999999994,-122.321,1730,6128,1.128167115902965
7966,3756500610,2015-03-24,401063.409703504,3,1.0,1120,10032,1.0,0,0,3,7,1120,0,1962,0,98034,47.7182,-122.194,1210,9918,1.128167115902965
7301,4397000020,2015-03-24,461420.35040431266,3,2.5,2740,9168,2.0,0,0,3,9,2740,0,1991,0,98042,47.3835,-122.148,2690,10554,1.128167115902965
16889,7942601435,2015-03-24,942019.5417789757,6,2.0,3560,5120,2.5,0,2,3,9,3560,0,1900,0,98122,47.6056,-122.311,2130,5120,1.128167115902965
20116,952002250,2015-03-24,459164.01617250673,2,2.5,1340,999,2.0,0,0,3,8,940,400,2008,0,98116,47.5655,-122.38600000000001,1470,1436,1.128167115902965
2208,1370804100,2015-03-24,883354.8517520216,4,2.75,2080,5000,1.0,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.40299999999999,1970,5000,1.128167115902965
3137,170000215,2015-03-24,848945.7547169811,5,2.75,2720,4680,1.5,0,0,4,8,1710,1010,1913,0,98107,47.6612,-122.363,1670,4800,1.128167115902965
20113,7203140110,2015-03-24,442396.06832884095,3,2.0,1460,3696,2.0,0,0,3,7,1460,0,2010,0,98053,47.6861,-122.01299999999999,1720,3631,1.128167115902965
18529,9241900115,2015-03-24,1240983.8274932613,4,3.0,3320,5760,2.0,0,0,3,9,2120,1200,1954,2007,98199,47.6474,-122.389,2400,6144,1.128167115902965
15883,2549000020,2015-03-24,451266.84636118595,3,2.5,1950,18533,2.0,0,0,3,8,1950,0,1988,0,98024,47.5647,-121.90299999999999,1810,18401,1.128167115902965
10767,1023059190,2015-03-24,236915.09433962262,3,1.5,1160,10125,1.0,0,0,4,7,1160,0,1959,0,98059,47.4919,-122.15100000000001,1440,10018,1.128167115902965
13601,8698600395,2015-03-24,169225.06738544474,2,1.0,1250,5208,1.0,0,0,3,7,1050,200,1951,0,98002,47.3063,-122.219,1030,5354,1.128167115902965
3717,3422059085,2015-03-24,177505.8140161725,2,1.0,900,23000,1.0,0,0,2,7,900,0,1953,0,98042,47.3576,-122.156,1460,8265,1.128167115902965
167,1836980160,2015-03-24,910543.679245283,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,1.128167115902965
14906,3903200050,2015-03-24,297779.7102425876,3,1.75,1700,11613,1.0,0,0,5,7,1180,520,1977,0,98092,47.2874,-122.18700000000001,1500,12377,1.128167115902965
3703,1314300018,2015-03-24,414601.41509433964,3,3.25,1400,1343,2.0,0,0,3,7,1160,240,2005,0,98118,47.5483,-122.277,1400,1326,1.128167115902965
1316,203600140,2015-03-24,671259.4339622641,3,2.75,2150,31238,2.0,0,0,3,9,2150,0,1996,0,98014,47.6596,-121.96,2650,38307,1.128167115902965
2031,2420069017,2015-03-24,172496.75202156333,1,1.0,900,4368,1.0,0,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000,1.128167115902965
16854,8861000235,2015-03-24,930737.870619946,4,2.75,2220,11925,1.0,0,0,3,7,1560,660,1953,1985,98004,47.6381,-122.205,2500,11377,1.128167115902965
21013,3895100039,2015-03-24,854586.5902964959,4,2.5,3420,6845,2.0,0,0,3,9,3420,0,2009,0,98052,47.6777,-122.156,2800,5715,1.128167115902965
6210,8899000050,2015-03-25,353355.71428571426,4,2.5,2660,9030,1.0,0,0,4,7,1450,1210,1977,0,98055,47.4558,-122.212,1870,9030,1.1285714285714286
12078,4178900070,2015-03-25,818214.2857142857,4,2.5,3270,6055,2.0,0,0,3,9,3270,0,2007,0,98056,47.5374,-122.19200000000001,2740,7367,1.1285714285714286
21166,4457300005,2015-03-25,2076458.5714285714,4,3.25,4140,11007,2.0,0,0,3,10,4140,0,2013,0,98040,47.5707,-122.21700000000001,2150,9663,1.1285714285714286
17103,2112700185,2015-03-25,490928.5714285714,3,2.5,3110,6000,1.0,0,2,3,8,1560,1550,1967,0,98106,47.5331,-122.353,2060,6000,1.1285714285714286
12089,1796360370,2015-03-25,290042.85714285716,3,1.75,1540,8223,1.0,0,0,4,7,1070,470,1987,0,98042,47.3666,-122.089,1240,8113,1.1285714285714286
951,9455200445,2015-03-25,678271.4285714285,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,1958,2002,98125,47.7012,-122.286,2600,7350,1.1285714285714286
11691,2426039247,2015-03-25,338515.0,2,1.5,1390,1756,3.0,0,0,3,7,1390,0,2005,0,98133,47.7274,-122.35700000000001,1340,1756,1.1285714285714286
